"09006",2,1,"114301818",2,"114301818",2,2359
"09013",1,1,"114301818",2,"114301818",2,2359
"09014",1,1,"114301818",2,"114301818",2,2359
"09020",1,1,"114301818",2,"114301818",2,2359
"09021",1,1,"071149998",5,"900098998",3,2359
"09028",1,1,"114301818",2,"114301818",2,2359
"09033",1,1,"114301818",2,"114301818",2,2359
"09034",1,1,"114301818",2,"114301818",2,2359
"09038",1,1,"114301818",2,"114301818",2,2359
"09042",1,1,"114301818",2,"114301818",2,2359
"09046",1,1,"114301818",2,"114301818",2,2359
"09049",1,1,"114301818",2,"114301818",2,2359
"09051",1,1,"114301818",2,"114301818",2,2359
"09053",1,1,"114301818",2,"114301818",2,2359
"09054",1,1,"114301818",2,"114301818",2,2359
"09056",1,1,"114301818",2,"114301818",2,2359
"09058",1,1,"114301818",2,"114301818",2,2359
"34035",1,3,"900098998",2,"900098998",2,2359
"09060",1,1,"114301818",2,"114301818",2,2359
"09063",1,1,"114301818",2,"114301818",2,2359
"09067",1,1,"114301818",2,"114301818",2,2359
"09068",1,1,"114301818",2,"114301818",2,2359
"09075",1,1,"114301818",2,"114301818",2,2359
"09079",1,1,"114301818",2,"114301818",2,2359
"09080",1,1,"114301818",2,"114301818",2,2359
"09081",1,2,"114301818",2,"114301818",2,2359
"09086",1,1,"114301818",2,"114301818",2,2359
"09088",1,1,"114301818",2,"114301818",2,2359
